PreviewChartOffset,SongIndexOffset,FileNameOffset0,FileNameOffset1,FileNameOffset2,FileNameOffset3,FileNameOffset4,Floors,Level,StepchartType,Padding1,UnkownQuestWorld,MissionNameOffset0,MissionNameOffset1,MissionNameOffset2,MissionNameOffset3,MissionNameOffset4,Padding2,Padding3,Padding4,
D05,D05,s3_3,s3_3,s3_3,s3_3,s3_3,1,3,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D05,D05,s5_hard,s5_hard,s5_hard,s5_hard,s5_hard,1,5,64,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D05,D05,s6_6,s6_6,s6_6,s6_6,s6_6,1,6,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D05,D05,s14_crazy,s14_crazy,s14_crazy,s14_crazy,s14_crazy,1,14,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D05,D05,d16_nightmare,d16_nightmare,d16_nightmare,d16_nightmare,d16_nightmare,1,16,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D05,D05,sp3_normal,sp3_normal,sp3_normal,sp3_normal,sp3_normal,1,3,1,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D05,D05,dp4_freestyle,dp4_freestyle,dp4_freestyle,dp4_freestyle,dp4_freestyle,1,4,3,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E0000D05,D05,s1_1,s1_1,s1_1,s1_1,s1_1,1,1,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E0000D05,D05,s3_3,s3_3,s3_3,s3_3,s3_3,1,3,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E0000D05,D05,s6_6,s6_6,s6_6,s6_6,s6_6,1,6,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D06,D06,s5_hard,s5_hard,s5_hard,s5_hard,s5_hard,1,5,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D06,D06,s13_crazy,s13_crazy,s13_crazy,s13_crazy,s13_crazy,1,13,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D06,D06,d14_nightmare,d14_nightmare,d14_nightmare,d14_nightmare,d14_nightmare,1,14,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D06,D06,sp2_normal,sp2_normal,sp2_normal,sp2_normal,sp2_normal,1,2,1,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D06,D06,dp4_freestyle,dp4_freestyle,dp4_freestyle,dp4_freestyle,dp4_freestyle,1,4,3,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D14,D14,s3_normal,s3_normal,s3_normal,s3_normal,s3_normal,1,3,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D14,D14,s10_hard,s10_hard,s10_hard,s10_hard,s10_hard,1,10,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D14,D14,s12_crazy,s12_crazy,s12_crazy,s12_crazy,s12_crazy,1,12,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D14,D14,s15_crazy,s15_crazy,s15_crazy,s15_crazy,s15_crazy,1,15,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D14,D14,d13_nightmare,d13_nightmare,d13_nightmare,d13_nightmare,d13_nightmare,1,13,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D14,D14,dp5_freestyle,dp5_freestyle,dp5_freestyle,dp5_freestyle,dp5_freestyle,1,5,3,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D15,D15,s4_normal,s4_normal,s4_normal,s4_normal,s4_normal,1,4,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D15,D15,s6_hard,s6_hard,s6_hard,s6_hard,s6_hard,1,6,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D15,D15,s14_crazy,s14_crazy,s14_crazy,s14_crazy,s14_crazy,1,14,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D15,D15,d18_nightmare,d18_nightmare,d18_nightmare,d18_nightmare,d18_nightmare,1,18,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D15,D15,dp8_freestyle,dp8_freestyle,dp8_freestyle,dp8_freestyle,dp8_freestyle,1,8,3,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D16,D16,s5_normal,s5_normal,s5_normal,s5_normal,s5_normal,1,5,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D16,D16,s11_hard,s11_hard,s11_hard,s11_hard,s11_hard,1,11,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D16,D16,s17_crazy,s17_crazy,s17_crazy,s17_crazy,s17_crazy,1,17,16,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D16,D16,s18_crazy,s18_crazy,s18_crazy,s18_crazy,s18_crazy,1,18,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D16,D16,d11_freestyle,d11_freestyle,d11_freestyle,d11_freestyle,d11_freestyle,1,11,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D16,D16,d18_nightmare,d18_nightmare,d18_nightmare,d18_nightmare,d18_nightmare,1,18,18,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D16,D16,d22_nightmare,d22_nightmare,d22_nightmare,d22_nightmare,d22_nightmare,1,22,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
EF1068,D16,s,s,s,s,s,2,0,0,0,1,First Step 2 ,First Step 2 ,First Step 2 ,First Step 2 ,First Step 2 ,4294967295,4294967295,4294967295,
D17,D17,s4_4,s4_4,s4_4,s4_4,s4_4,1,4,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D17,D17,s5_normal,s5_normal,s5_normal,s5_normal,s5_normal,1,5,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D17,D17,s8_hard,s8_hard,s8_hard,s8_hard,s8_hard,1,8,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D17,D17,s16_crazy,s16_crazy,s16_crazy,s16_crazy,s16_crazy,1,16,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D17,D17,d9_freestyle,d9_freestyle,d9_freestyle,d9_freestyle,d9_freestyle,1,9,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D17,D17,d17_shin,d17_shin,d17_shin,d17_shin,d17_shin,1,17,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D17,D17,d21_nightmare,d21_nightmare,d21_nightmare,d21_nightmare,d21_nightmare,1,21,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D18,D18,s1_normal,s1_normal,s1_normal,s1_normal,s1_normal,1,1,64,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D18,D18,s3_3,s3_3,s3_3,s3_3,s3_3,1,3,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D18,D18,s4_hard,s4_hard,s4_hard,s4_hard,s4_hard,1,4,64,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D18,D18,s5_5,s5_5,s5_5,s5_5,s5_5,1,5,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D18,D18,s9_9,s9_9,s9_9,s9_9,s9_9,1,9,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D18,D18,s13_crazy,s13_crazy,s13_crazy,s13_crazy,s13_crazy,1,13,64,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D18,D18,d11_freestyle,d11_freestyle,d11_freestyle,d11_freestyle,d11_freestyle,1,11,18,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D18,D18,d14_nightmare,d14_nightmare,d14_nightmare,d14_nightmare,d14_nightmare,1,14,66,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D18,D18,d15_nightmare,d15_nightmare,d15_nightmare,d15_nightmare,d15_nightmare,1,15,18,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D18,D18,dp5_freestyle,dp5_freestyle,dp5_freestyle,dp5_freestyle,dp5_freestyle,1,5,67,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
EF1102,D18,s,s,s,s,s,2,0,0,0,3,Dance with Swan,Dance with Swan,Dance with Swan,Dance with Swan,Dance with Swan,4294967295,4294967295,4294967295,
D23,D23,s4_hard,s4_hard,s4_hard,s4_hard,s4_hard,1,4,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D23,D23,s11_crazy,s11_crazy,s11_crazy,s11_crazy,s11_crazy,1,11,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D23,D23,d13_nightmare,d13_nightmare,d13_nightmare,d13_nightmare,d13_nightmare,1,13,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D23,D23,sp2_normal,sp2_normal,sp2_normal,sp2_normal,sp2_normal,1,2,1,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D23,D23,dp4_freestyle,dp4_freestyle,dp4_freestyle,dp4_freestyle,dp4_freestyle,1,4,3,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D26,D26,s4_hard,s4_hard,s4_hard,s4_hard,s4_hard,1,4,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D26,D26,s9_crazy,s9_crazy,s9_crazy,s9_crazy,s9_crazy,1,9,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D26,D26,d11_nightmare,d11_nightmare,d11_nightmare,d11_nightmare,d11_nightmare,1,11,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D26,D26,sp2_normal,sp2_normal,sp2_normal,sp2_normal,sp2_normal,1,2,1,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D26,D26,dp4_freestyle,dp4_freestyle,dp4_freestyle,dp4_freestyle,dp4_freestyle,1,4,3,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D27,D27,s5_hard,s5_hard,s5_hard,s5_hard,s5_hard,1,5,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D27,D27,s15_crazy,s15_crazy,s15_crazy,s15_crazy,s15_crazy,1,15,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D27,D27,d19_nightmare,d19_nightmare,d19_nightmare,d19_nightmare,d19_nightmare,1,19,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D27,D27,sp3_normal,sp3_normal,sp3_normal,sp3_normal,sp3_normal,1,3,1,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D27,D27,dp6_freestyle,dp6_freestyle,dp6_freestyle,dp6_freestyle,dp6_freestyle,1,6,3,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D28,D28,s3_normal,s3_normal,s3_normal,s3_normal,s3_normal,1,3,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D28,D28,s4_revised,s4_revised,s4_revised,s4_revised,s4_revised,1,4,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D28,D28,s7_hard,s7_hard,s7_hard,s7_hard,s7_hard,1,7,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D28,D28,s18_hard,s18_hard,s18_hard,s18_hard,s18_hard,1,18,16,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D28,D28,s20_crazy,s20_crazy,s20_crazy,s20_crazy,s20_crazy,1,20,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D28,D28,s21_crazy,s21_crazy,s21_crazy,s21_crazy,s21_crazy,1,21,16,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D28,D28,d9_freestyle,d9_freestyle,d9_freestyle,d9_freestyle,d9_freestyle,1,9,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D28,D28,d21_nightmare,d21_nightmare,d21_nightmare,d21_nightmare,d21_nightmare,1,21,18,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D28,D28,d22_nightmare,d22_nightmare,d22_nightmare,d22_nightmare,d22_nightmare,1,22,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
BF042,D28,s17,s17,s17,s17,s17,3,17,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D30,D30,s7_normal,s7_normal,s7_normal,s7_normal,s7_normal,1,7,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D30,D30,s16_hard,s16_hard,s16_hard,s16_hard,s16_hard,1,16,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D30,D30,s17_hard,s17_hard,s17_hard,s17_hard,s17_hard,1,17,16,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D30,D30,s21_crazy,s21_crazy,s21_crazy,s21_crazy,s21_crazy,1,21,16,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D30,D30,s22_crazy,s22_crazy,s22_crazy,s22_crazy,s22_crazy,1,22,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D30,D30,d18_anotherfreestyle,d18_anotherfreestyle,d18_anotherfreestyle,d18_anotherfreestyle,d18_anotherfreestyle,1,18,18,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D30,D30,d19_freestyle,d19_freestyle,d19_freestyle,d19_freestyle,d19_freestyle,1,19,66,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D30,D30,d23_nightmare,d23_nightmare,d23_nightmare,d23_nightmare,d23_nightmare,1,23,18,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D30,D30,d24_nightmare,d24_nightmare,d24_nightmare,d24_nightmare,d24_nightmare,1,24,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D31,D31,s8_hard,s8_hard,s8_hard,s8_hard,s8_hard,1,8,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D31,D31,s14_crazy,s14_crazy,s14_crazy,s14_crazy,s14_crazy,1,14,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D31,D31,d9_freestyle,d9_freestyle,d9_freestyle,d9_freestyle,d9_freestyle,1,9,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D31,D31,d16_nightmare,d16_nightmare,d16_nightmare,d16_nightmare,d16_nightmare,1,16,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D32,D32,s5_hard,s5_hard,s5_hard,s5_hard,s5_hard,1,5,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D32,D32,s14_crazy,s14_crazy,s14_crazy,s14_crazy,s14_crazy,1,14,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D32,D32,d15_nightmare,d15_nightmare,d15_nightmare,d15_nightmare,d15_nightmare,1,15,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D32,D32,dp5_freestyle,dp5_freestyle,dp5_freestyle,dp5_freestyle,dp5_freestyle,1,5,3,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D34,D34,s15_hard,s15_hard,s15_hard,s15_hard,s15_hard,1,15,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D34,D34,s21_crazy,s21_crazy,s21_crazy,s21_crazy,s21_crazy,1,21,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D34,D34,d15_freestyle,d15_freestyle,d15_freestyle,d15_freestyle,d15_freestyle,1,15,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D34,D34,d23_nightmare,d23_nightmare,d23_nightmare,d23_nightmare,d23_nightmare,1,23,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D35,D35,s16_hard,s16_hard,s16_hard,s16_hard,s16_hard,1,16,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D35,D35,s24_crazy,s24_crazy,s24_crazy,s24_crazy,s24_crazy,1,24,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D35,D35,d18_freestyle,d18_freestyle,d18_freestyle,d18_freestyle,d18_freestyle,1,18,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D35,D35,d26_nightmare,d26_nightmare,d26_nightmare,d26_nightmare,d26_nightmare,1,26,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
EF1201,D35,d,d,d,d,d,2,0,2,0,526086,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D41,D41,s19_crazy,s19_crazy,s19_crazy,s19_crazy,s19_crazy,1,19,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D41,D41,d21_nightmare,d21_nightmare,d21_nightmare,d21_nightmare,d21_nightmare,1,21,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D41,D41,dp_freestyle,dp_freestyle,dp_freestyle,dp_freestyle,dp_freestyle,1,0,67,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D42,D42,s_hard,s_hard,s_hard,s_hard,s_hard,1,0,64,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D42,D42,s19_crazy,s19_crazy,s19_crazy,s19_crazy,s19_crazy,1,19,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
D42,D42,d20_nightmare,d20_nightmare,d20_nightmare,d20_nightmare,d20_nightmare,1,20,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E01,E01,s7_hard,s7_hard,s7_hard,s7_hard,s7_hard,1,7,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E01,E01,s16_crazy,s16_crazy,s16_crazy,s16_crazy,s16_crazy,1,16,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E01,E01,d18_nightmare,d18_nightmare,d18_nightmare,d18_nightmare,d18_nightmare,1,18,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E01,E01,sp4_normal,sp4_normal,sp4_normal,sp4_normal,sp4_normal,1,4,1,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E01,E01,dp6_freestyle,dp6_freestyle,dp6_freestyle,dp6_freestyle,dp6_freestyle,1,6,3,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
EF1034,E01,s,s,s,s,s,2,0,0,0,4,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E02,E02,s3_normal,s3_normal,s3_normal,s3_normal,s3_normal,1,3,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E02,E02,s9_hard,s9_hard,s9_hard,s9_hard,s9_hard,1,9,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E02,E02,s18_crazy,s18_crazy,s18_crazy,s18_crazy,s18_crazy,1,18,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E02,E02,s20_shin,s20_shin,s20_shin,s20_shin,s20_shin,1,20,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E02,E02,d7_freestyle,d7_freestyle,d7_freestyle,d7_freestyle,d7_freestyle,1,7,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E02,E02,d20_nightmare,d20_nightmare,d20_nightmare,d20_nightmare,d20_nightmare,1,20,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E02,E02,dp7_freestyle,dp7_freestyle,dp7_freestyle,dp7_freestyle,dp7_freestyle,1,7,67,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E03,E03,s3_normal,s3_normal,s3_normal,s3_normal,s3_normal,1,3,64,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E03,E03,s4_4,s4_4,s4_4,s4_4,s4_4,1,4,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E03,E03,s6_mp,s6_mp,s6_mp,s6_mp,s6_mp,1,6,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E03,E03,s8_hard,s8_hard,s8_hard,s8_hard,s8_hard,1,8,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E03,E03,s17_crazy,s17_crazy,s17_crazy,s17_crazy,s17_crazy,1,17,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E03,E03,s18_hard,s18_hard,s18_hard,s18_hard,s18_hard,1,18,80,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E03,E03,s19_crazy,s19_crazy,s19_crazy,s19_crazy,s19_crazy,1,19,80,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E03,E03,d10_freestyle,d10_freestyle,d10_freestyle,d10_freestyle,d10_freestyle,1,10,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E03,E03,d18_nightmare,d18_nightmare,d18_nightmare,d18_nightmare,d18_nightmare,1,18,2,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E03,E03,d19_anotherfreestyle,d19_anotherfreestyle,d19_anotherfreestyle,d19_anotherfreestyle,d19_anotherfreestyle,1,19,82,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E03,E03,d21_nightmare,d21_nightmare,d21_nightmare,d21_nightmare,d21_nightmare,1,21,82,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
BF008,E03,s11,s11,s11,s11,s11,3,11,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E0000E03,E03,s4_4,s4_4,s4_4,s4_4,s4_4,1,4,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
E0000E03,E03,s6_mp,s6_mp,s6_mp,s6_mp,s6_mp,1,6,0,0,0,NO_STRING,NO_STRING,NO_STRING,NO_STRING,NO_STRING,4294967295,4294967295,4294967295,
